TckrSymb;FinInstrmNm;OpnPric;HghPric;LwPric;ClsPric;LastPric;TtlTradgVol;TtlTrfVal
PROZONER;PROZONE REALTY LIMITED;35.06;35.06;34.99;35.02;35.02;8184;286475
SRGHFL;SRG HOUSING FINANCE LTD.;293;299.5;288.85;297.05;295;108;31664
COMCL;COMFORT COMMOTRADE LTD.;27.01;28.1;25.31;25.31;25.31;24169;621931
SHANTIGURU;SHANTI GURU INDUSTRIES LIMITED;8.57;8.57;8.57;8.57;8.57;3000;25710
CASPIAN;CASPIAN CORPORATE SERVICES LIM;6.55;6.73;6.53;6.67;6.73;48303;319467
AERPACE;Aerpace Industries Limited;22.13;22.13;22.13;22.13;22.13;25867;572436
VIRTUALG;VIRTUAL GLOBAL EDUCATION LTD.;0.49;0.49;0.46;0.46;0.47;870525;406585
ZUARI;ZUARI AGRO CHEMICALS LTD.;207;214.05;205;207.65;207.65;48971;10202780
STEELXIND;STEEL EXCHANGE INDIA LTD.;7.56;7.97;7.56;7.92;7.93;52955;411911
TRIOMERC;TRIO MERCANTILE & TRADING LTD.;0.68;0.68;0.65;0.65;0.65;11440;7556
CIGNITITEC;CIGNITI TECHNOLOGIES LTD.;1380.8;1424;1380.8;1417.7;1417.7;4297;6056502
CARERATING;CARE Ratings Limited;1221.95;1291.8;1219.95;1287.75;1285.15;1974;2484626
PCJEWELLER;PC JEWELLER LTD.;11.17;11.43;10.96;11.28;11.28;3935416;44049029
INDUSTOWER;INDUS TOWERS LIMITED;370.25;389.75;370.25;388.35;388.35;119678;46156638
VMART;V-MART RETAIL LTD.;3211.05;3440.95;3211.05;3413.35;3387.45;3086;10374661
NIBE;NIBE LIMITED;1245.25;1335.9;1222.75;1335.9;1335.9;5352;6904763
MUKTA;Mukta Agriculture Limited;3.4;3.5;3.4;3.5;3.5;2596;9036
MYSTICELE;Mystic Electronics Limited;3.99;3.99;3.99;3.99;3.99;841;3355
COMFINCAP;COMFORT FINCAP LTD.;8.58;8.58;8.34;8.5;8.5;18201;153407
SBISENSEX;SBI MUTUAL FUND - SBI ETF SENS;877.98;880;860.02;872.29;874;11869;10353071
REPCOHOME;REPCO HOME FINANCE LTD.;360.05;378;360.05;372.05;372.05;13638;5031085
LAKHOTIA;LAKHOTIA POLYESTERS (INDIA) LT;39.4;39.4;39.4;39.4;39.4;90;3546
GCMSECU;GCM SECURITIES LTD;0.86;0.86;0.82;0.83;0.84;110096;91248
NIBL;NRB INDUSTRIAL BEARINGS LTD.;22.47;22.9;21.61;22.15;22.78;122;2715
PRIMECAPM;PRIME CAPITAL MARKET LTD.;8.25;8.25;8.25;8.25;8.25;107;882
KIFS;KIFS FINANCIAL SERVICES LTD.;106.55;116;106.4;112.85;112.85;506;55578
SREEL;SREELEATHERS LTD.;225;239.65;211.3;226.9;225.6;517;115698
SHARDAMOTR;SHARDA MOTOR INDUSTRIES LTD;1565.45;1617.4;1531.7;1607.35;1607.35;3765;5943473
SVGLOBAL;S V GLOBAL MILL LTD.;154.95;155;154.95;154.95;155;100;15496
JUSTDIAL;JUST DIAL LTD.;860.75;888.15;856.4;882.05;883.5;6725;5854978
OONE;OBJECTONE INFORMATION SYSTEMS;8.32;8.53;8.04;8.53;8.53;1938;16504
IFINSEC;INDIA FINSEC LTD.;154.2;154.2;154.2;154.2;154.2;25;3855
BRAHMINFRA;BRAHMAPUTRA INFRASTRUCTURE LTD;49.95;49.95;43;46.5;47.21;44116;2032255
AMPVOLTS;AMPVOLTS LIMITED;24.49;25.56;24.49;25.56;25.56;29834;751007
KHOOBSURAT;KHOOBSURAT LTD;0.51;0.52;0.51;0.51;0.51;1187451;606568
ORIENTCEM;ORIENT CEMENT LTD;343.9;356.15;343.9;354.35;354.15;12257;4321481
ABFRL;Aditya Birla Fashion and Retai;246.05;258.1;246.05;254;254.5;28630;7264635
SAMMAANCAP;Sammaan Capital Limited;111.2;114.85;110.7;113.8;113.2;89222;10018285
MMLF;MONEY MASTERS LEASING & FINANC;1.42;1.47;1.33;1.39;1.45;208021;284286
ALSL;ALACRITY SECURITIES LTD;77;77;75.5;75.5;75.5;376;28493
ESSENTIA;Integra Essentia Limited;2.08;2.19;2.06;2.16;2.16;425465;911831
JULIEN;JULIEN AGRO INFRATECH LIMITED;7.53;8.29;7.53;7.99;8.29;26437;206772
TIGERLOGS;TIGER LOGISTICS (INDIA) LTD;47;48.5;46.2;48.1;48;59203;2810804
JKAGRI;JK AGRI GENETICS LTD;333.3;350;333.3;350;350;91;31618
PVVINFRA;PVV Infra Limited;4.97;5;4.76;4.87;4.87;85708;414435
VCU;VCU DATA MANAGEMENT LTD;5.6;6;5.35;5.5;5.5;33284;185185
INDRENEW;IND Renewable Energy Ltd;11.42;11.72;11.15;11.37;11.37;16418;186099
STELLAR;STELLAR CAPITAL SERVICES LTD;5.5;5.5;5.5;5.5;5.5;6000;33000
JPOLYINVST;JINDAL POLY INVESTMENT AND FIN;896;907.95;896;900.1;900;1105;995566
YURANUS;YURANUS INFRASTRUCTURE LTD;66.22;73.18;66.22;70.01;70.01;210;15317
MOM100;MOTILAL OSWAL MUTUAL FUND - MO;56.85;57.02;55.53;56.9;57.02;19502;1103999
CPL;CAPTAIN POLYPLAST LTD;78.61;82.5;78.61;81.06;81.06;61288;4953648
NIFTYIETF;ICICI Prudential Nifty ETF;267.7;269.36;265.49;267.54;267.69;189922;50792053
NIF100IETF;ICICI Prudential Nifty 100 ETF;27;28;26.65;26.94;26.94;46442;1250961
ARNOLD;ARNOLD HOLDINGS LTD;28.59;28.59;26.61;27.01;27.59;9080;247270
SUNLOC;SUNIL HEALTHCARE LTD;72.3;72.3;68.2;68.2;68.2;171;11668
RCIIND;RCI INDUSTRIES & TECHNOLOGIES;5;5.32;4.9;5.06;4.9;42204;218072
SUYOG;SUYOG TELEMATICS LTD;867.95;881.2;865;881.2;881.2;525;456724
NATHBIOGEN;NATH BIO-GENES (INDIA) LTD;159;160;155;159.05;160;555;87165
AGRITECH;AGRI- TECH (INDIA) LTD;131.65;152;131.65;146.75;147.25;1840;272559
CHEMTECH;CHEMTECH INDUSTRIAL VALVES LTD;117.8;123.5;116.9;123.3;123.5;5825;698768
NIF100BEES;NIPPON INDIA ETF NIFTY 100;259.88;259.88;251.1;256.33;256.1;12252;3138602
DENISCHEM;DENIS CHEM LAB LTD;94;98.7;92;97.8;97.8;13362;1282728
ETT;ETT LTD;15.1;15.46;13.47;14.69;14.69;303537;4375019
NIFTY1;KOTAK MAHINDRA MUTUAL FUND - K;257.61;263;256.4;262.11;262.5;11043;2888972
HANSUGAR;SHREE HANUMAN SUGAR & INDUSTRI;5;5.11;4.89;4.93;4.92;4325;21288
KIRANVYPAR;KIRAN VYAPAR LTD;202.1;202.9;196;197.8;197.8;3325;657553
BCP;B.C. POWER CONTROLS LTD;1.83;1.9;1.78;1.8;1.8;80619;145106
RACE;RACE ECO CHAIN LIMITED;239.55;270;239.55;243.45;242;299;72482
MANGIND;MANGALAM INDUSTRIAL FINANCE LT;1.53;1.53;1.53;1.53;1.53;198641;303920
VIJIFIN;VIJI FINANCE LTD;2.13;2.16;2.08;2.13;2.14;10176;21468
PHOENIXTN;PHOENIX TOWNSHIP LTD;188;219.95;188;217.45;214.95;304;59192
INFRONICS;INFRONICS SYSTEMS LTD;42.27;42.27;37.53;41.62;42;653;26964
CPSEETF;CPSE ETF;86.3;86.86;84.95;86.24;86.47;97529;8384984
HARIAAPL;HARIA APPARELS LTD;5.16;5.16;5.01;5.02;5.02;771;3893
VASUPRADA;SHRI VASUPRADA PLANTATIONS LIM;98;107.65;98;107.65;107.65;239;24545
RNBDENIMS;R&B DENIMS LTD;92.5;92.5;86.11;88.75;88.75;8579;763587
SHARPINV;SHARP INVESTMENTS LTD;0.48;0.48;0.48;0.48;0.48;94524;45371
WONDERLA;WONDERLA HOLIDAYS LTD;645;645;615;623.5;625.85;6056;3775097
GCMCAPI;GCM CAPITAL ADVISORS LTD;5;5;5;5;5;1000;5000
AFEL;A.F. ENTERPRISES LTD;6.18;6.18;6.18;6.18;6.18;8492;52480
INCREDIBLE;INCREDIBLE INDUSTRIES LIMITED;36.62;36.62;36.42;36.42;36.42;10;364
NAM;NAM SECURITIES LTD;86;86;86;86;86;50;4300
METSL;MAESTROS ELECTRONICS & TELECOM;154.95;155.05;147.7;148.05;147.7;2310;343900
JACKSON;JACKSON INVESTMENTS LTD;0.46;0.46;0.43;0.44;0.44;430898;189781
MONEYBOXX;MONEYBOXX FINANCE LIMITED;195;198;192;197.25;197.35;8246;1605275
WORTH;WORTH INVESTMENT & TRADING CO;23.53;23.53;23.53;23.53;23.53;1604;37742
QUASAR;QUASAR INDIA LTD;0.89;0.89;0.85;0.87;0.87;45110977;39969524
TPROJECT;THIRANI PROJECTS LTD;3.4;3.43;3.4;3.43;3.43;5361;18349
AMARSEC;AMARNATH SECURITIES LTD;14.83;14.83;14.83;14.83;14.83;51;756
CTL;CAPITAL TRADE LINKS LTD;16;18.37;16;18.12;18.37;25890;454637
YAANENT;YAAN ENTERPRISES LIMITED;71.1;71.1;65.53;67.24;65.53;312;20479
OMANSH;OMANSH ENTERPRISES LTD;20.57;20.57;20.57;20.57;20.57;2;41
ANVRDHI;ANNVRRIDHHI VENTURES LIMITED;15.13;15.36;14.75;15.19;15.19;10030;150463
RLFL;RAMCHANDRA LEASING & FINANCE L;3.33;3.33;3.03;3.11;3.19;361713;1122175
GOLDCOINHF;GOLD COIN HEALTH FOODS LTD;10;10;10;10;10;272;2720
BRPL;BANSAL ROOFING PRODUCTS LTD;98.95;102.95;97.15;100.05;100.05;24535;2418321
ARMAN;ARMAN HOLDINGS LTD;98;98;98;98;98;20;1960
SKIPPER;SKIPPER LTD;427.75;444;427.4;442;443.1;11166;4879891
ADARSH;ADARSH MERCANTILE LTD;12.42;12.42;12.42;12.42;12.42;45;558
JAMESWARREN;JAMES WARREN TEA LTD;308.4;309.95;293.7;304.55;305;643;192413
VISTARAMAR;Vistar Amar Limited;125.1;125.1;120.35;120.55;120.55;1055;127433
GULFOILLUB;GULF OIL LUBRICANTS INDIA LTD;1162;1191.9;1152;1178.85;1182;5947;7001081
FRUTION;FRUITION VENTURE LTD;32.92;32.92;29.8;29.8;29.8;15;478
TRIVENIENT;TRIVENI ENTERPRISES LTD;2.06;2.08;1.94;2.01;2.02;51283;102436
ZINEMA;ZINEMA MEDIA AND ENTERTAINMENT;15.88;15.88;15.88;15.88;15.88;20000;317600
CEMAINFRA;CEMANTIC INFRA-TECH LIMITED;5.29;5.54;5.03;5.5;5.5;441;2438
TTIENT;TTI ENTERPRISE LTD;10.88;10.88;10.3;10.81;10.88;6496;69468
VISHAL;VISHAL FABRICS LTD;26.55;26.55;24.89;25.98;25.98;232543;5908800
TOYAMSL;TOYAM SPORTS LIMITED;1.19;1.19;1.19;1.19;1.19;163607;194692
GAJANANSEC;GAJANAN SECURITIES SERVICES LT;82.33;90.24;82;90.09;90.1;613;51370
UNISON;UNISON METALS LTD;23.1;24.25;22.81;23.36;23.97;17330;404314
RTFL;Real Touch Finance Limited;46.88;46.88;45.06;45.06;45.06;44;2008
VRL;VASUNDHARA RASAYANS LTD;217.3;217.3;203.2;205.7;208.9;1002;208884
SNOWMAN;SNOWMAN LOGISTICS LTD;45.55;48.88;45.55;48.19;48.18;11706;559841
QGO;QGO FINANCE LIMITED;50;57.5;50;56.97;57.45;6668;365430
PURSHOTTAM;PURSHOTTAM INVESTOFIN LTD;38.88;40.82;38.11;39.1;39.1;123;4975
SHARDACROP;Sharda Cropchem Limited;552;552;514;525.8;525.8;4002;2080447
MIIL;Meghna Infracon Infrastructure;958.95;970.95;925;952.3;942.1;43072;40832327
CITYONLINE;City Online Services Limited;9.97;9.97;9.95;9.96;9.96;238;2370
SENSEXBEES;NIPPON INDIA ETF SENSEX;903;906.5;895.73;897.63;903;5653;5091158
SHEMAROO;SHEMAROO ENTERTAINMENT LIMITED;103.97;103.97;98.2;101.5;101.5;623;63594
ULTRACAB;Ultracab (India) Limited;8.25;8.97;8.24;8.66;8.66;200652;1723840
RCCL;Rajasthan Cylinders & Containe;44.19;44.19;40.59;40.59;40.59;223;9486
ETIL;Econo Trade (India) Limited;6.9;7.02;6.66;6.93;6.93;2747;18541
ATISHAY;Atishay Limited;133.05;142.5;133.05;137.95;137.95;12787;1743972
SANGAMFIN;Sangam Finserv Limited;34.26;40.74;34.26;39.93;40;6552;258577
DHABRIYA;Dhabriya Polywood Limited;315.1;333;301.1;327.5;321;5925;1833062
ARYACAPM;Aryaman Capital Markets Limite;236.05;236.05;236.05;236.05;236.05;54;12746
PDSL;PDS LIMITED;383;399.55;383;397.05;399.55;5156;2019338
HANMAN;HANMAN FIT LIMITED;5.8;5.8;5.8;5.8;5.8;12600;73080
VGCL;Vibrant Global Capital Limited;42.25;43.49;39.25;40.98;41;4022;164947
CEINSYSTECH;CEINSYS TECH LIMITED;1456;1512;1449;1491.9;1491.9;49400;72668558
PANABYTE;PANABYTE TECHNOLOGIES LIMITED;30;30;30;30;30;117;3510
MUDUNURU;Mudunuru Limited;8.33;8.33;7.55;8.15;8.15;839;6786
CRANEINFRA;Crane Infrastructure Limited;20.89;20.89;19;20.85;20.85;6039;120604
NIYOGIN;Niyogin Fintech Limited;48.25;48.3;46.35;48.17;48;17215;817902
KALYANCAP;Kalyan Capitals Limited;8.27;8.27;7.91;8.25;8.25;5292;42899
CIL;Citizen Infoline Ltd.;31.53;32.16;31.53;32.16;32.16;249;7882
GBFL;Goenka Business & Finance Limi;10.51;10.56;10.01;10.12;10.1;21949;223107
GILADAFINS;Gilada Finance & Investments L;11.56;12.35;10.75;12.28;12.35;3901;45113
SAPPL;Shree Ajit Pulp And Paper Ltd.;182.85;191.75;180.55;183.75;183.1;604;112741
CAPPIPES;Captain Pipes Limited;15.05;15.1;14.41;14.81;14.81;164928;2410913
KAIZENAGRO;KAIZEN AGRO INFRABUILD LIMITED;13.1;13.6;13.1;13.39;13.39;13506;181516
JMJFIN;JMJ Fintech Limited;24;24.79;22.75;23.71;23.79;10172;237996
INTELLECT;INTELLECT DESIGN ARENA LIMITED;820.75;888.3;820.75;841.3;841.3;200465;170607922
MONTECARLO;Monte Carlo Fashions Limited;525.15;547.95;525.15;541.25;546;1169;628730
JSTL;Jeevan Scientific Technology L;39;40.67;38.6;39.06;39.05;4560;178251
ICL;Indo Cotspin Limited;32.85;32.85;29.57;30.28;31.5;4983;159423
PANAFIC;PANAFIC INDUSTRIALS LTD;0.95;0.95;0.86;0.94;0.94;33894;31293
MYMONEY;My Money Securities Ltd.;24.5;24.5;23.88;23.88;23.88;25;600
CSL;Continental Securities Limited;12.59;12.6;12.59;12.59;12.59;17404;219118
NEXUSSURGL;NEXUS SURGICAL AND MEDICARE LI;15.15;15.87;14.43;15.32;15.04;2494;37125
SELLWIN;SELLWIN TRADERS LIMITED;3.07;3.07;2.85;2.94;2.92;81270;237864
GALADAFIN;Galada Finance Limited;29;29;29;29;29;1;29
EMERALD;Emerald Finance Limited;95.55;97.07;94.1;94.57;94.3;28016;2651720
MKEXIM;M. K. Exim (India) Ltd.;58.26;59.8;57.01;58.86;59.27;7237;421382
MCLOUD;MAGELLANIC CLOUD LIMITED;65.1;68.47;65;66.35;66.91;60142;4026863
OCTAL;Octal Credit Capital Ltd.;20.47;20.47;20.36;20.46;20.46;652;13340
MIHIKA;Mihika Industries Ltd.;25;25;23.1;23.93;23.25;9965;238808
KANCHI;Kanchi Karpooram Ltd.;406;408.9;374.9;391.4;397;12656;4895759
DTIL;Dhunseri Tea & Industries Ltd;170;174.05;170;174.05;174.05;210;36474
VANICOM;Vani Commercials Limited;12.55;12.55;11.35;11.67;11.9;33617;405582
SKILVEN;SKYLINE VENTURES INDIA LIMITED;21.67;21.67;21.67;21.67;21.67;1;21
VINCOFE;VINTAGE COFFEE AND BEVERAGES L;90.25;98.9;90.25;94.85;95;139686;13445946
COSYN;COSYN Limited;21.81;21.81;21.81;21.81;21.81;1654;36073
SOFCOM;SOFCOM SYSTEMS LIMITED;77.75;77.75;77.17;77.17;77.17;451;34804
NAPL;Naturite Agro Products Limited;313;313;304.5;313;313;128;39447
KARNAVATI;Karnavati Finance Limited;1.81;2;1.81;1.89;1.88;41532;77686
ABHIFIN;Abhishek Finlease limited;62.44;62.44;62.44;62.44;62.44;1;62
MERCANTILE;Mercantile Ventures Limited;21.82;22.36;21.55;21.55;21.55;1425;31482
SONAL;Sonal Mercantile Limited;100;104.99;93.35;95.98;95.98;411;39544
ALFL;Abhinav Leasing & Finance Limi;1.46;1.46;1.4;1.4;1.4;4749;6731
GENUSPAPER;GENUS PAPER & BOARDS LIMITED;17.55;17.85;17.21;17.48;17.21;50032;872873
MINDACORP;Minda Corporation Limited;467;472.45;460.25;468.55;470;12645;5887652
CONCORD;Concord Drugs Limited;30.28;30.65;29.22;30.62;30.63;1047;31531
WARDINMOBI;WARDWIZARD INNOVATIONS AND MOB;18.43;19.19;18.43;18.97;19.05;428103;7977861
SHREESEC;Shree Securities Ltd.;0.3;0.3;0.29;0.3;0.3;1272502;374375
GREENLAM;Greenlam Industries Ltd;217;217;210.15;213.2;211.75;2641;562302
TALBROSENG;TALBROS ENGINEERING LIMITED;558;558;550.05;557.45;557.45;236;130654
PTCIL;PTC Industries Ltd.;12000;12310;11939.2;12278;12270;169;2042330
CHENFERRO;CHENNAI FERROUS INDUSTRIES LIM;115;116.75;111.5;116;116;1167;135204
MEGRISOFT;Megri Soft Limited;124.5;134.95;124.45;128.55;124.5;249;31543
GITARENEW;GITA RENEWABLE ENERGY LIMITED;107.15;120;107;116.85;116;2822;316521
NEIL;Neil Industries Ltd.;8.61;9.59;8.61;9;9;6874;59927
STARHFL;STAR HOUSING FINANCE LIMITED;38;39.4;36.75;38.75;38.8;516031;19897108
BEEKAY;Beekay Steel Industries Ltd.;530;530;499;514.55;511;1415;717983
SETFBSE100;SBI Mutual Fund;270.88;274.43;270.88;274.2;274.43;764;209224
FRASER;Fraser And Company Limited;5.78;5.96;5.4;5.58;5.94;3758;21516
TTIL;Tirupati Tyres Ltd.;11.25;11.25;11.25;11.25;11.25;5080;57150
GANVERSE;GANESHA ECOVERSE LIMITED;28;28.18;27.05;27.89;27.9;22500;625387
AGIIL;AGI Infra Limited;839.95;839.95;735;746.45;746.45;12125;9251119
MANAKSTEEL;Manaksia Steels Limited;60;60;57;57.08;57.08;1673;95888
MANAKALUCO;Manaksia Aluminium Company Ltd;24.11;25.97;24.11;24.9;25.97;10247;251071
MANAKCOAT;Manaksia Coated Metals & Indus;84.28;84.3;84.28;84.3;84.3;1180;99455
IMAGICAA;IMAGICAAWORLD ENTERTAINMENT LI;59.01;59.84;56.49;58.38;58.38;248663;14435742
INOXWIND;Inox Wind Limited;153.7;159;153.7;156.85;156.85;462174;72301832
RAJPUTANA;Rajputana Investment and Finan;37;37;36;36;36;415;15132
CITL;Consecutive Investments & Trad;1.54;1.58;1.52;1.52;1.52;869471;1322449
AANANDALAK;Aananda Lakshmi Spinning Mills;16.79;16.79;15.2;15.22;15.22;2328;35469
URSUGAR;UR SUGAR INDUSTRIES LIMITED;5.32;5.32;5.28;5.32;5.32;21599;114874
NORTHLINK;Northlink Fiscal And Capital S;24.9;25.68;24.89;25.68;25.68;115;2863
SHESHAINDS;SHESHADRI INDUSTRIES LIMITED;15.41;15.5;15.41;15.5;15.5;351;5409
PML;Paul Merchants Ltd.;725.05;774;705;774;774;348;252619
ALANSCOTT;Alan Scott Industries Ltd.;107.25;114.6;107.25;109.15;109.75;5300;578476
SUJALA;Sujala Trading & Holding Ltd.;56.9;62.01;55.01;61.9;61.9;110520;6401156
VRLLOG;VRL Logistics Limited;461.1;475.6;461.1;471.55;472.9;2293;1079124
BFFL;Bangalore Fort Farms Limited;38.37;38.37;38.37;38.37;38.37;215;8249
PALCO;Palco Metals Limited;210.75;210.75;188.55;193.3;192;568;113028
BODHTREE;Bodhtree Consulting Limited;53.81;53.81;53.81;53.81;53.81;17426;937693
VBIND;V B INDUSTRIES LIMITED;8.79;8.79;8.79;8.79;8.79;288;2531
SARVOTTAM;Survottam Finvest Ltd.;21;21.97;21;21.86;21.86;114;2501
MEP;MEP Infrastructure Developers;1.57;1.62;1.57;1.62;1.62;63616;102549
WARDWIZFBL;Wardwizard Foods and Beverages;3.74;3.93;3.65;3.74;3.71;132974;493060
UFO;UFO Moviez India Limited;59.11;63.51;59.11;63.34;63;2607;162780
PANTH;PANTH INFINITY LIMITED;7.42;7.5;7;7.02;7;36169;262656
SHIVALIK;Shivalik Rasayan Ltd.;525.05;558.95;525.05;548.15;551.8;1726;946558
ICSL;Integrated Capital Services Lt;3.77;3.95;3.77;3.87;3.87;1128;4449
PNCINFRA;PNC Infratech Limited;240;247.6;240;246.6;247;44053;10688936
ARFIN;Arfin India Limited;25.76;26.8;25.51;25.8;25.8;8328;215783
VLL;Virat Leasing Limited;90.21;90.21;90.2;90.2;90.2;901;81271
INDRAIND;Indra Industries Ltd.;8.72;9.5;8.72;8.81;9.34;23274;208734
HAWAENG;Hawa Engineers ltd.;116;126.95;116;126.55;126.55;209;24934
AIIL;Authum Investment & Infrastruc;1680.2;1759.6;1676;1752.05;1746.45;3218;5538268
ADHBHUTIN;Adhbhut Infrastructure Ltd.;17;19.9;15.02;18;18;1194;20041
DFL;Decillion Finance Ltd.;43.17;43.17;43.17;43.17;43.17;29;1251
POEL;POCL ENTERPRISES LTD;227;234;226.95;228.4;232.3;44239;10199852
AEL;Amba Enterprises Ltd.;172.6;172.95;170;171.35;172.2;4865;835614
SGFIN;SG FINSERVE LIMITED;378;391.7;375.65;385.85;385.85;126859;48857019
SATIA;SATIA INDUSTRIES LIMITED;68.85;70.49;66.09;69.86;70.49;19309;1324068
GARMNTMNTR;GARMENT MANTRA LIFESTYLE LIMIT;1.36;1.4;1.35;1.36;1.37;223122;304364
SRESTHA;Srestha Finvest Limited;0.48;0.49;0.47;0.48;0.48;7764159;3708644
SAUMYA;Saumya Consultants Ltd.;145.05;145.05;145;145;145;4;580
MUL;MAURIA UDYOG LIMITED;10.3;11.45;10.3;11.12;11.12;21481;233710
MISHKA;Mishka Exim Limited;25.5;25.5;25.3;25.3;25.3;55926;1416932
SPORTKING;Sportking India Ltd.;107;113;106.3;110.97;110.97;30464;3330962
GROWINGTON;GROWINGTON VENTURES INDIA LIMI;1.57;1.73;1.57;1.73;1.73;1322568;2140701
RUDRA;RUDRA GLOBAL INFRA PRODUCTS LI;29.15;31.21;29.15;30.09;30.24;41201;1253562
LOYAL;Loyal Equipments Limited;226.9;249.9;216;241.55;241.55;8702;2057769
GGPL;Gala Global Products Limited;3.35;3.52;3.22;3.34;3.35;126834;426741
BALKRISHNA;Balkrishna Paper Mills Ltd.;15.11;17.97;15.11;17.66;17.55;2249;36939
SHYAMCENT;Shyam Century Ferrous Limited;7.66;7.66;7.62;7.62;7.62;5968;45568
ADANIENSOL;Adani Energy Solutions Limited;802.2;835;802.2;826.4;831.15;156604;128193804
STARDELTA;STAR DELTA TRANSFORMERS LIMITE;675;701;675;682.35;686.9;7014;4811326
SAMSRITA;SAMSRITA LABS LIMITED;19.97;19.97;19.97;19.97;19.97;770;15376
SYNGENE;Syngene International Limited;598.55;614.95;598.55;613.7;613.7;51614;31235535
MSL;Mangalam Seeds Limited;156.5;174.95;156.5;163;172;1222;200434
KAYA;Kaya Limited;240.2;248.3;234;240.9;240.95;4382;1057344
ALSTONE;Alstone Textiles (India) Ltd;0.48;0.49;0.46;0.48;0.48;4721659;2240423
SYMBIOX;Symbiox Investment & Trading C;3.11;3.33;3.11;3.2;3.26;141524;451835
ORTINGLOBE;ORTIN GLOBAL LIMITED;10.79;10.79;10.79;10.79;10.79;2;21
AVI;Avi Polymers Ltd.;14;14.45;13.53;13.6;14.45;5607;76497
AURUM;Aurum PropTech Limited;166.05;177.45;160.8;174.55;174.4;5656;978334
OSWALGREEN;Oswal Greentech Limited;33.5;36.99;33.5;36.51;36.81;31254;1127195
VASUDHAGAM;Vasudhagama Enterprises Limite;6.91;7.6;6.91;7.16;7.55;269347;1993040
AKSPINTEX;A.K. Spintex Ltd.;900;915;900;913.45;914.4;1900;1723711
ARVSMART;Arvind SmartSpaces Limited;617;623.4;607.6;618.85;620;7637;4699219
POWERMECH;Power Mech Projects Limited;2431.4;2541.55;2431.4;2517.85;2523.6;3112;7782716
RAMASTEEL;Rama Steel Tubes Limited;8.92;9.35;8.92;9.24;9.3;334400;3078520
THINKINK;THINKINK PICTUREZ LIMITED;0.31;0.31;0.31;0.31;0.31;1204020;373246
UTISENSETF;UTI BSE Sensex ETF;867;869.26;865.25;867.46;867.6;91;78921
UTINIFTETF;UTI Mutual Fund;262;262.5;260.58;262.15;261.87;1853;485628
UNIAUTO;Universal Autofoundry Limited;66;66;63.1;64.03;64.01;3697;240507
VETO;VETO SWITCHGEARS AND CABLES LI;98.75;99.5;95.9;99.2;98.85;4858;473089
NAVKARCORP;Navkar Corporation Limited;96.75;102.1;96.35;100.85;101.6;48105;4802063
SHREEPUSHK;Shree Pushkar Chemicals & Fert;239.45;241;230.3;233.45;232.95;3566;830083
GUJGASLTD;Gujarat Gas Limited;439.8;458;437;451.15;458;8408;3750162
WAAREE;WAAREE TECHNOLOGIES LIMITED;265;269.5;259.1;261.6;263.8;19075;5004825
SADBHIN;Sadbhav Infrastructure Project;4.45;4.45;3.88;4.13;4.13;38663;158004
SALAUTO;SAL AUTOMOTIVE LIMITED;242;267.75;242;256.1;257.25;369;93846
POLYSPIN;Polyspin Exports Ltd.;36.1;36.1;36.1;36.1;36.1;50;1805
PRITIKAUTO;Pritika Auto Industries Limite;15.01;15.3;14.4;15.06;15.27;37526;555385
SML;Soni Medicare Limited;80.3;80.3;80.3;80.3;80.3;3;240
MINFY;Mahaveer Infoway Limited;8;8;8;8;8;1001;8008
ACME;Acme Resources Limited;36.58;37.61;36.58;37.03;37;5630;208344
VISHALBL;Vishal Bearings Limited;82.3;83.9;80.1;82.59;82.59;1808;147571
BELLACASA;Bella Casa Fashion & Retail Li;395;449;378;433.3;433.3;32632;13695097
MALLCOM;MALLCOM (INDIA) LTD.;1126.15;1128.7;1100.25;1128.15;1128.3;138;154758
NAKSH;Naksh Precious Metals Limited;7.21;7.63;7.18;7.47;7.47;21135;153522
SATIN;SATIN CREDITCARE NETWORK LIMIT;165.95;168.7;161;168.45;167;71758;11858866
DITCO;Decorous Investment and Tradin;11.91;11.91;11.62;11.62;11.62;1224;14432
SWAGTAM;Swagatam Trading & Services Li;75.5;75.5;68.5;72;72;171;12186
GENCON;Generic Engineering Constructi;30.05;31.7;30.05;31.02;31.02;5485;168678
KUBERJI;Kuber Udyog Limited;17.63;18.5;17.63;17.75;17.75;6053;111028
TEJNAKSH;Tejnaksh Healthcare Limited;21.99;21.99;20.8;21.29;21.3;3990;84580
RFSL;Richfield Financial Services L;33.22;33.22;31.72;33.22;33.22;192;6330
COFFEEDAY;Coffee Day Enterprises Limited;29.63;29.63;29.63;29.63;29.63;1589;47082
IDFCFIRSTB;IDFC FIRST BANK LIMITED;64.85;66.9;64.85;66.21;66.21;2962163;196082843
INDIGO;InterGlobe Aviation Limited;4955.5;5119.7;4890.9;5100.05;5118.55;33486;168388743
IGCIL;IGC Industries Limited;4.82;5;4.77;4.93;4.98;280943;1392646
SHK;S H Kelkar and Company Limited;185;194.25;185;191.95;192.5;23774;4498119
ARYAVAN;ARYAVAN ENTERPRISE LIMITED;39.97;39.97;36.27;36.27;36.27;2535;92461
PANORAMA;PANORAMA STUDIOS INTERNATIONAL;191.4;194.1;181.65;183.85;185;59792;11097359
SHREEGANES;Shree Ganesh Biotech (India) L;0.84;0.85;0.8;0.85;0.85;570662;478878
